C_2316351,T_15879
C_2316354,T_15802
C_2316354,T_15803
C_2316360,T_15767
C_2316361,T_15979
C_2316362,T_164
C_2316362,T_165
C_2316364,T_15877
C_2316364,T_15879
C_2320819,T_10979
C_2328468,T_16039
C_2328468,T_16032
C_2328469,T_15717
C_2328478,T_15593
C_2328495,T_11304
C_2328506,T_16003
C_2328512,T_15812
C_2328512,T_15808
C_2328542,T_15943
C_2328552,T_15966
C_2328554,T_16123
C_2328554,T_16220
C_2329521,T_16057
C_2332739,T_14907
C_2332782,T_15074
C_2333035,T_16151
C_2335749,T_16126
C_2335756,T_16138
C_2335763,T_16174
C_2335763,T_16179
C_2338069,T_10106
C_2341305,T_38
C_2342038,T_10482
C_2342494,T_16277
C_2342497,T_16006
C_2342501,T_16318
C_2342501,T_16317
C_2342503,T_15926
C_2342504,T_16362
C_2343056,T_13910
C_2343522,T_16092
C_2344479,T_16368
C_597225,T_41
C_597291,T_77
C_597367,T_160
C_597367,T_163
C_608132,T_285
C_629520,T_224
C_629520,T_221
C_629522,T_226
C_629522,T_229
C_654505,T_79
C_674903,T_292
C_674910,T_307
C_674920,T_319
C_674942,T_345
C_676635,T_377
C_676637,T_43
C_676653,T_386
C_676665,T_20
C_676673,T_447
C_676681,T_458
C_676686,T_465
C_676686,T_470
C_676820,T_484
C_676895,T_496
C_676898,T_499
C_676923,T_532
C_676948,T_571
C_676952,T_581
C_676966,T_584
C_676966,T_586
C_676969,T_638
C_676969,T_635
C_676975,T_661
C_676975,T_662
C_676975,T_663
C_676996,T_708
C_677014,T_739
C_677014,T_742
C_677018,T_9978
C_677019,T_759
C_677030,T_771
C_677038,T_795
C_677076,T_868
C_677077,T_875
C_677077,T_876
C_677087,T_5930
C_677087,T_5932
C_677089,T_944
C_677089,T_946
C_677095,T_3
C_677097,T_958
C_677099,T_956
C_677105,T_975
C_677136,T_1033
C_677136,T_1034
C_677151,T_1061
C_677157,T_1074
C_677174,T_1110
C_677176,T_1123
C_677181,T_1130
C_677189,T_1137
C_677193,T_1152
C_679390,T_3745
C_679390,T_3746
C_680717,T_1245
C_680721,T_1255
C_680732,T_1275
C_680753,T_1292
C_680759,T_1297
C_680761,T_1301
C_680762,T_3743
C_680762,T_5898
C_680765,T_1312
C_680767,T_402
C_680768,T_1318
C_680768,T_1319
C_680769,T_1329
C_680770,T_1325
C_680770,T_1327
C_680771,T_5397
C_680774,T_1335
C_680784,T_1358
C_680802,T_6
C_680804,T_1395
C_680808,T_1284
C_680811,T_1403
C_680818,T_1422
C_680818,T_1420
C_680818,T_1418
C_680818,T_1416
C_680821,T_1427
C_680821,T_1428
C_680821,T_1431
C_680821,T_1434
C_680828,T_1446
C_680830,T_1454
C_680835,T_1459
C_680844,T_1471
C_680849,T_1476
C_680859,T_1488
C_680860,T_1496
C_680871,T_1511
C_680898,T_1541
C_680903,T_1545
C_680910,T_1561
C_680915,T_1567
C_680921,T_402
C_680923,T_1579
C_680923,T_1581
C_680931,T_1588
C_680936,T_16498
C_680937,T_1601
C_680937,T_1602
C_680937,T_1604
C_680952,T_1623
C_680963,T_1646
C_680981,T_1685
C_680985,T_1698
C_680986,T_1702
C_680988,T_1709
C_680989,T_4464
C_680989,T_4465
C_680990,T_1720
C_680992,T_6009
C_681001,T_1741
C_681001,T_1748
C_681008,T_1765
C_681009,T_1774
C_681021,T_1794
C_681026,T_1817
C_681027,T_1819
C_681028,T_1825
C_681028,T_1827
C_681030,T_1832
C_681030,T_1834
C_681030,T_1837
C_681030,T_1847
C_681031,T_1886
C_681031,T_1888
C_681031,T_1870
C_681039,T_1900
C_681045,T_1905
C_681057,T_1914
C_681074,T_1939
C_681076,T_1944
C_681076,T_1949
C_681076,T_1950
C_681079,T_1957
C_681079,T_1959
C_681091,T_2010
C_681095,T_2016
C_681096,T_2017
C_681099,T_2025
C_681100,T_2026
C_681105,T_2037
C_681115,T_2044
C_681130,T_2050
C_681154,T_6481
C_681177,T_2073
C_681200,T_2083
C_681255,T_161
C_681262,T_2091
C_681263,T_2093
C_681265,T_2094
C_681267,T_2095
C_681295,T_2103
C_681331,T_2125
C_681331,T_2126
C_681341,T_2142
C_681345,T_2149
C_681348,T_2155
C_681353,T_2160
C_681353,T_2164
C_681353,T_2169
C_681365,T_4776
C_681369,T_2178
C_681380,T_2189
C_681382,T_2193
C_681389,T_2198
C_681400,T_2215
C_681409,T_2228
C_681411,T_2233
C_681414,T_2238
C_681414,T_2239
C_681422,T_14398
C_681429,T_2182
C_681452,T_2274
C_681452,T_2276
C_681453,T_2283
C_681460,T_11941
C_681471,T_2310
C_681474,T_2313
C_681475,T_2316
C_681481,T_2320
C_681481,T_2325
C_681488,T_2331
C_681488,T_2330
C_681519,T_2355
C_681532,T_2374
C_681533,T_2374
C_681535,T_2378
C_681548,T_457
C_681548,T_2379
C_681554,T_2391
C_681592,T_2415
C_681592,T_2419
C_681592,T_948
C_681592,T_2362
C_681599,T_2425
C_681606,T_2428
C_681609,T_2431
C_681611,T_2435
C_681614,T_2438
C_681619,T_2440
C_681622,T_2449
C_681622,T_2454
C_681638,T_2470
C_681643,T_2475
C_681645,T_2483
C_681649,T_2490
C_681655,T_2495
C_681655,T_2502
C_681655,T_15029
C_681661,T_2509
C_681663,T_2520
C_681664,T_2533
C_681664,T_2535
C_681688,T_2580
C_681690,T_5777
C_681701,T_2604
C_681702,T_2608
C_681708,T_2617
C_681711,T_2620
C_681711,T_6802
C_681712,T_2418
C_681715,T_2629
C_681742,T_2669
C_681743,T_1964
C_681745,T_2683
C_681758,T_2716
C_681760,T_2724
C_681761,T_2728
C_681771,T_2748
C_681786,T_2757
C_681789,T_2760
C_681791,T_2763
C_681791,T_2766
C_681791,T_2767
C_681795,T_2763
C_681795,T_2767
C_681805,T_686
C_681810,T_2778
C_681848,T_2402
C_681856,T_2816
C_681858,T_2819
C_681862,T_494
C_681863,T_2826
C_681864,T_2827
C_681872,T_2842
C_681880,T_2850
C_681880,T_2851
C_681892,T_2874
C_681899,T_320
C_681907,T_2880
C_681907,T_2879
C_681909,T_2881
C_681911,T_2884
C_681924,T_2896
C_681924,T_2895
C_681930,T_2904
C_681930,T_2908
C_681935,T_2918
C_681942,T_2937
C_681945,T_2939
C_681945,T_2941
C_681945,T_2943
C_681951,T_2962
C_681957,T_2383
C_681961,T_2987
C_681962,T_2991
C_681971,T_3000
C_681976,T_3007
C_681986,T_3025
C_681986,T_3029
C_681989,T_3034
C_681992,T_3047
C_681994,T_793
C_681997,T_3058
C_682000,T_3067
C_682003,T_3078
C_682006,T_3090
C_682006,T_3091
C_682006,T_3093
C_682006,T_3097
C_682007,T_2272
C_682008,T_3099
C_682012,T_3111
C_682018,T_2688
C_682019,T_3115
C_682128,T_2839
C_682129,T_2648
C_682131,T_3068
C_682131,T_3073
C_682131,T_3077
C_682131,T_3127
C_682141,T_3131
C_682147,T_2666
C_682168,T_2998
C_682168,T_4868
C_682168,T_3002
C_682183,T_3155
C_682183,T_1176
C_682184,T_2868
C_682185,T_1908
C_682195,T_2690
C_682205,T_3164
C_682205,T_3166
C_682209,T_3161
C_682219,T_2270
C_682229,T_3190
C_682240,T_2729
C_682247,T_3223
C_682248,T_3224
C_682250,T_3206
C_682280,T_3012
C_682280,T_4881
C_682282,T_289
C_682287,T_164
C_682287,T_165
C_682289,T_3272
C_682297,T_3274
C_682308,T_2875
C_682309,T_2756
C_682313,T_3297
C_682327,T_3314
C_682336,T_3321
C_682343,T_3325
C_682345,T_2762
C_682346,T_3328
C_682350,T_3333
C_682362,T_3346
C_682362,T_3348
C_682362,T_3350
C_682388,T_3375
C_682392,T_13670
C_682395,T_472
C_682401,T_557
C_682431,T_2789
C_682431,T_15083
C_682437,T_2804
C_682441,T_3400
C_682472,T_3418
C_682483,T_2827
C_682484,T_3439
C_682485,T_3416
C_682485,T_3415
C_682489,T_3451
C_682489,T_3453
C_682501,T_2788
C_682505,T_3461
C_682506,T_3469
C_682509,T_3475
C_682509,T_3478
C_682512,T_3484
C_682536,T_3527
C_682546,T_3526
C_682567,T_1243
C_682573,T_3572
C_682575,T_2941
C_682575,T_2942
C_682581,T_3583
C_682581,T_3586
C_682589,T_3597
C_682595,T_3604
C_682595,T_3605
C_682595,T_3606
C_682595,T_8111
C_682610,T_3622
C_682620,T_53
C_682624,T_5234
C_682624,T_3629
C_682624,T_3635
C_682624,T_3637
C_682629,T_2972
C_682656,T_6980
C_682656,T_2989
C_682662,T_2994
C_682665,T_3660
C_682683,T_3116
C_682685,T_3671
C_682686,T_3117
C_682691,T_3679
C_682691,T_2181
C_682696,T_3689
C_682697,T_3685
C_682704,T_3694
C_682721,T_3696
C_682728,T_3703
C_682731,T_3706
C_682741,T_1363
C_682743,T_5919
C_682753,T_1576
C_682753,T_1573
C_682771,T_3740
C_682771,T_3741
C_682772,T_1612
C_682772,T_1614
C_682792,T_1686
C_682816,T_2027
C_682819,T_2038
C_685664,T_2792
C_688387,T_3381
C_688398,T_1026
C_694153,T_3793
C_694156,T_3796
C_694158,T_3165
C_694160,T_4721
C_694160,T_4725
C_694163,T_3805
C_694168,T_4049
C_696487,T_653
C_696506,T_524
C_696513,T_2345
C_696541,T_295
C_696541,T_392
C_696541,T_394
C_696541,T_391
C_696541,T_396
C_696541,T_398
C_696571,T_3816
C_696577,T_6704
C_696586,T_1439
C_696601,T_613
C_696601,T_614
C_696614,T_3828
C_696625,T_930
C_696633,T_924
C_696633,T_929
C_696641,T_3996
C_696643,T_912
C_696651,T_699
C_696656,T_900
C_696664,T_440
C_696666,T_882
C_696666,T_884
C_696666,T_887
C_696667,T_6261
C_696667,T_6262
C_696679,T_766
C_696683,T_980
C_696685,T_5215
C_696688,T_5215
C_696695,T_8391
C_696696,T_5322
C_696697,T_47
C_696708,T_1951
C_696709,T_3856
C_696711,T_1802
C_696722,T_3857
C_696746,T_1384
C_696746,T_1385
C_696759,T_992
C_696759,T_993
C_696763,T_85
C_696763,T_87
C_696771,T_1139
C_696785,T_3877
C_696789,T_6127
C_696794,T_2701
C_696800,T_2638
C_696800,T_2639
C_696814,T_4862
C_696814,T_4863
C_696832,T_5009
C_696864,T_215
C_696870,T_978
C_696875,T_650
C_696886,T_1097
C_696897,T_524
C_696899,T_3890
C_696904,T_5102
C_696904,T_5110
C_696904,T_5111
C_696929,T_1484
C_696938,T_2296
C_696938,T_14292
C_696955,T_1009
C_696955,T_372
C_696972,T_62
C_696972,T_65
C_696977,T_5119
C_696977,T_5120
C_696978,T_439
C_696987,T_3896
C_696993,T_3141
C_697002,T_1269
C_697007,T_252
C_697008,T_1513
C_697012,T_136
C_697019,T_1576
C_697023,T_502
C_697032,T_517
C_697053,T_1203
C_697056,T_561
C_697056,T_565
C_697059,T_2957
C_697065,T_1085
C_697075,T_21
C_697082,T_558
C_697083,T_3342
C_697094,T_729
C_697094,T_730
C_697106,T_678
C_697106,T_680
C_697106,T_686
C_697110,T_685
C_697112,T_2577
C_697129,T_3924
C_697135,T_3364
C_697135,T_3370
C_697142,T_3929
C_697144,T_3552
C_697144,T_3556
C_697151,T_2486
C_697161,T_5057
C_697162,T_5924
C_697164,T_239
C_697165,T_572
C_697166,T_717
C_697169,T_429
C_697169,T_432
C_697184,T_1516
C_697206,T_1627
C_697206,T_1629
C_697229,T_1232
C_697253,T_190
C_697265,T_98
C_697265,T_104
C_697265,T_107
C_697270,T_314
C_697289,T_5913
C_697306,T_3932
C_697327,T_3615
C_697334,T_3336
C_697422,T_409
C_697475,T_6466
C_697475,T_1179
C_697475,T_1181
C_697496,T_3938
C_697496,T_3942
C_697496,T_3943
C_697543,T_3433
C_697556,T_3112
C_697653,T_3945
C_697686,T_3948
C_697757,T_3954
C_697778,T_3957
C_697791,T_541
C_697821,T_1195
C_707013,T_5015
C_707013,T_5099
C_707022,T_305
C_707022,T_303
C_707022,T_297
C_707031,T_411
C_707067,T_232
C_707081,T_560
C_707099,T_910
C_707360,T_3977
C_707365,T_3982
C_707373,T_4378
C_707456,T_9144
C_707456,T_4377
C_734019,T_4070
C_734023,T_2327
C_734032,T_4080
C_734039,T_4085
C_734041,T_526
C_734041,T_534
C_734041,T_536
C_734050,T_15269
C_734053,T_5125
C_734059,T_4086
C_734068,T_4107
C_735030,T_4132
C_735030,T_4133
C_735033,T_4112
C_735046,T_7700
C_735051,T_2153
C_735051,T_2155
C_735066,T_4149
C_735066,T_4150
C_735066,T_14945
C_735093,T_3387
C_735093,T_3386
C_735130,T_2733
C_735135,T_4219
C_735138,T_4214
C_735175,T_4238
C_735226,T_6562
C_735226,T_6864
C_735227,T_3915
C_735227,T_4250
C_735283,T_4715
C_735288,T_4270
C_735293,T_4276
C_735293,T_4278
C_735293,T_4279
C_735293,T_4281
C_735305,T_4296
C_735306,T_2505
C_735321,T_4309
C_735325,T_4297
C_735336,T_4317
C_735343,T_4330
C_735343,T_4331
C_735369,T_4347
C_735373,T_4349
C_735378,T_5343
C_735401,T_1908
C_735401,T_1909
C_735419,T_3232
C_735431,T_3215
C_735431,T_3220
C_736530,T_4361
C_737493,T_4262
C_737499,T_4284
C_746965,T_4391
C_746965,T_4392
C_747024,T_4411
C_747024,T_4415
C_747056,T_4423
C_747261,T_5436
C_747261,T_5438
C_747271,T_4443
C_747681,T_3749
C_747690,T_4054
C_749756,T_3742
C_754135,T_14326
C_756622,T_4490
C_756654,T_4497
C_756671,T_5831
C_756671,T_4499
C_756690,T_4501
C_756690,T_4506
C_756736,T_4507
C_756736,T_4508
C_756747,T_4523
C_758183,T_3166
C_758183,T_3168
C_758183,T_3164
C_758190,T_4671
C_758207,T_5389
C_758886,T_9253
C_758961,T_1064
C_763992,T_3993
C_766175,T_4623
C_769301,T_4597
C_769301,T_4581
C_769301,T_4579
C_769301,T_4571
C_769301,T_4567
C_769301,T_4551
C_773985,T_4686
C_776850,T_4900
C_776850,T_4901
C_777194,T_4700
C_777194,T_4101
C_780629,T_4718
C_780629,T_4702
C_780629,T_4701
C_781445,T_4690
C_781627,T_3320
C_781627,T_3297
C_784172,T_16307
C_788565,T_155
C_788565,T_5410
C_789278,T_4002
C_789278,T_5300
C_789833,T_4374
C_793017,T_4649
C_793017,T_4650
C_797404,T_5203
C_797404,T_4473
C_797938,T_4011
C_799796,T_167
C_800391,T_4802
C_808529,T_7682
C_810349,T_4997
C_810349,T_6710
C_810834,T_3123
C_811503,T_4968
C_813182,T_5028
C_813182,T_5031
C_813262,T_4830
C_813434,T_5038
C_813497,T_4713
C_813501,T_4930
C_813501,T_4934
C_819279,T_5140
C_837690,T_5327
C_837980,T_5251
C_837980,T_5252
C_837985,T_5230
C_837985,T_5231
C_854846,T_169
C_854868,T_134
C_854871,T_1531
C_862620,T_366
C_862967,T_5560
C_865842,T_5627
C_866151,T_5527
C_866175,T_5638
C_866756,T_6951
C_866769,T_703
C_875624,T_5787
C_875624,T_5791
C_875624,T_5792
C_876710,T_5577
C_876711,T_5574
C_876712,T_5478
C_879045,T_5523
C_879045,T_5524
C_879069,T_5415
C_879069,T_5606
C_879069,T_5610
C_879073,T_5615
C_879074,T_5689
C_879093,T_5425
C_879104,T_6286
C_881112,T_5568
C_881112,T_5699
C_881112,T_5755
C_881112,T_5852
C_881112,T_5853
C_887098,T_5839
C_887103,T_5718
C_887103,T_5719
C_887103,T_5713
C_887148,T_5450
C_890125,T_5917
C_890125,T_5918
C_890220,T_6661
C_893812,T_5509
C_893822,T_9707
C_898292,T_5888
C_898310,T_5864
C_898312,T_5996
C_898349,T_3622
C_898359,T_5446
C_902288,T_2654
C_902888,T_2656
C_902888,T_2657
C_907949,T_6290
C_907964,T_7805
C_909099,T_6218
C_909099,T_88
C_909099,T_6131
C_911131,T_5454
C_911133,T_6028
C_911133,T_6037
C_911160,T_6272
C_911178,T_6319
C_916824,T_888
C_916828,T_6297
C_916833,T_6084
C_916844,T_6298
C_916858,T_6864
C_916858,T_6562
C_917311,T_5954
C_917311,T_5963
C_917311,T_5964
C_917311,T_5962
C_922865,T_6043
C_927961,T_6546
C_927963,T_6454
C_927967,T_6219
C_927972,T_6499
C_931256,T_6566
C_932172,T_892
C_934496,T_6452
C_934520,T_9624
C_934522,T_6714
C_934528,T_6439
C_934532,T_5969
C_934532,T_6459
C_934535,T_6699
C_934535,T_6701
C_936936,T_10503
C_936945,T_6632
C_936954,T_6748
C_936968,T_6736
C_936973,T_6598
C_936987,T_6198
C_936987,T_16358
C_939349,T_6937
C_943226,T_6867
C_943228,T_6674
C_943228,T_6677
C_943241,T_6846
C_943250,T_6930
C_943270,T_6054
C_943270,T_6055
C_943271,T_6780
C_943274,T_6007
C_947149,T_6946
C_947154,T_5498
C_947160,T_6606
C_947167,T_7097
C_947167,T_7133
C_947167,T_14989
C_947231,T_7052
C_947235,T_7074
C_947235,T_7100
C_947237,T_7351
C_947242,T_7146
C_947248,T_7143
C_947249,T_16979
C_947260,T_6940
C_947667,T_1447
C_947673,T_7507
C_947689,T_7529
C_947693,T_7530
C_947702,T_7542
C_947702,T_7544
C_947706,T_7546
C_947706,T_7548
C_947715,T_7558
C_947719,T_3587
C_947752,T_7586
C_947768,T_7603
C_947794,T_6955
C_947802,T_7574
C_947804,T_7580
C_948034,T_7324
C_948049,T_7726
C_948074,T_7873
C_948080,T_6729
C_948083,T_7266
C_948083,T_7269
C_948093,T_11454
C_948102,T_7524
C_948109,T_7189
C_948109,T_7192
C_948109,T_7193
C_948113,T_7425
C_948129,T_7416
C_948129,T_7671
C_948132,T_7741
C_948136,T_7039
C_948136,T_7041
C_948153,T_7694
C_948153,T_7716
C_948244,T_7355
C_948244,T_7374
C_948245,T_6612
C_948245,T_6613
C_948259,T_7777
C_948267,T_8583
C_948282,T_6894
C_948282,T_6895
C_948282,T_6896
C_948282,T_8177
C_948286,T_7489
C_948289,T_6860
C_948292,T_7237
C_948294,T_7483
C_948387,T_6646
C_948393,T_7758
C_948395,T_6972
C_948407,T_6978
C_948414,T_7606
C_948414,T_10105
C_948416,T_7183
C_948417,T_7446
C_948417,T_7466
C_948421,T_7725
C_948423,T_7030
C_948427,T_7736
C_948430,T_7428
C_948431,T_7735
C_948433,T_7054
C_948435,T_7637
C_948436,T_7490
C_948488,T_7733
C_949541,T_7859
C_949542,T_7392
C_949542,T_7396
C_1017355,T_7979
C_1017419,T_16205
C_1025064,T_3911
C_1073350,T_5090
C_1073350,T_7936
C_1123814,T_8234
C_1124039,T_7903
C_1124039,T_7904
C_1159827,T_7948
C_1159827,T_7952
C_1214863,T_8438
C_1320505,T_7901
C_1320505,T_7911
C_1320505,T_8946
C_1320505,T_8948
C_1410076,T_6850
C_1410126,T_1542
C_1410145,T_8700
C_1410371,T_7938
C_1410371,T_8293
C_1429002,T_1195
C_1429045,T_565
C_1429234,T_8041
C_1434547,T_7615
C_1434593,T_8719
C_1469181,T_7915
C_1469181,T_7916
C_1469181,T_7918
C_1527433,T_8913
C_1557390,T_9346
C_1645365,T_9518
C_1683594,T_9821
C_1683594,T_9836
C_1683594,T_9850
C_1686679,T_9964
C_1686679,T_9965
C_1687717,T_9886
C_1687717,T_9887
C_1691144,T_9898
C_1693038,T_9914
C_1696148,T_7751
C_1696148,T_9325
C_1696155,T_7111
C_1696155,T_7113
C_1696158,T_9779
C_1710945,T_9698
C_1712048,T_11613
C_1712434,T_7878
C_1714443,T_9555
C_1714446,T_9950
C_1714448,T_9676
C_1720764,T_10100
C_1722664,T_10119
C_1724286,T_9997
C_1724288,T_10059
C_1731879,T_10958
C_1737097,T_10110
C_1738959,T_10292
C_1738993,T_10225
C_1738993,T_10237
C_1738993,T_10238
C_1738993,T_10243
C_1741498,T_10314
C_1741502,T_9014
C_1741505,T_8441
C_1741505,T_8444
C_1741505,T_8708
C_1741507,T_8033
C_1741526,T_8666
C_1741534,T_5541
C_1741561,T_4019
C_1750780,T_10357
C_1750786,T_10251
C_1750795,T_10348
C_1750819,T_10324
C_1750819,T_10326
C_1755899,T_253
C_1755915,T_4462
C_1755924,T_355
C_1755924,T_357
C_1755924,T_360
C_1755929,T_357
C_1755929,T_355
C_1755938,T_7372
C_1755940,T_7038
C_1755941,T_756
C_1755943,T_2946
C_1755943,T_2958
C_1755950,T_651
C_1755952,T_593
C_1755959,T_517
C_1755962,T_517
C_1756056,T_49
C_1756074,T_117
C_1756074,T_118
C_1756075,T_3364
C_1756753,T_785
C_1756753,T_787
C_1758019,T_9860
C_1760282,T_3909
C_1760320,T_3279
C_1761358,T_10334
C_1761358,T_10335
C_1761361,T_6125
C_1761367,T_5394
C_1761370,T_292
C_1761374,T_4156
C_1761374,T_5494
C_1761385,T_980
C_1761459,T_1908
C_1761461,T_1900
C_1761462,T_1105
C_1764844,T_9969
C_1764849,T_1915
C_1764852,T_1907
C_1764856,T_3159
C_1764860,T_1922
C_1764863,T_4354
C_1764865,T_3946
C_1764866,T_3340
C_1765595,T_10722
C_1765596,T_3726
C_1765598,T_2245
C_1765604,T_10590
C_1765637,T_10592
C_1766167,T_9822
C_1766167,T_9823
C_1766167,T_9826
C_1766167,T_9833
C_1766167,T_9838
C_1766167,T_9845
C_1766168,T_4691
C_1766171,T_10582
C_1766171,T_10585
C_1767167,T_10561
C_1767580,T_10414
C_1767591,T_10434
C_1770893,T_805
C_1770905,T_805
C_1771153,T_4435
C_1771156,T_1421
C_1771160,T_9676
C_1771161,T_7087
C_1771161,T_7376
C_1771163,T_7268
C_1771163,T_7863
C_1771174,T_10597
C_1771179,T_10823
C_1772942,T_10743
C_1774965,T_10574
C_1774971,T_10638
C_1774977,T_10709
C_1774980,T_488
C_1774983,T_3073
C_1774986,T_377
C_1774987,T_1837
C_1774987,T_1834
C_1775020,T_9898
C_1775489,T_10767
C_1776285,T_10959
C_1776285,T_10960
C_1776285,T_8873
C_1776287,T_10024
C_1776306,T_10553
C_1778370,T_15708
C_1778453,T_1352
C_1778560,T_10921
C_1778566,T_10706
C_1780641,T_4435
C_1780641,T_11045
C_1781812,T_10943
C_1784414,T_10976
C_1784414,T_10978
C_1784711,T_7187
C_1784713,T_10905
C_1784713,T_10906
C_1786221,T_11018
C_1789682,T_10700
C_1789683,T_10918
C_1789684,T_10941
C_1789684,T_10939
C_1789689,T_11014
C_1789695,T_10629
C_1789697,T_5379
C_1792323,T_11026
C_1794790,T_11604
C_1796396,T_1492
C_1797897,T_10738
C_1797902,T_10736
C_1800063,T_3718
C_1804511,T_11318
C_1804511,T_11319
C_1806527,T_11548
C_1808506,T_1701
C_1811728,T_11328
C_1811734,T_11057
C_1811737,T_9954
C_1811837,T_6218
C_1814140,T_11541
C_1814260,T_11557
C_1814504,T_11576
C_1816012,T_11592
C_1816012,T_11594
C_1816033,T_11605
C_1816152,T_11554
C_1821200,T_8858
C_1822804,T_11643
C_1822804,T_11809
C_1824911,T_8701
C_1824911,T_11528
C_1824915,T_10319
C_1824918,T_12890
C_1824918,T_12902
C_1824918,T_12905
C_1824933,T_8854
C_1824933,T_8850
C_1824934,T_10511
C_1825107,T_11686
C_1825111,T_11690
C_1825362,T_4418
C_1825362,T_4419
C_1828098,T_10969
C_1829948,T_11631
C_1829957,T_10759
C_1833828,T_11810
C_1834035,T_9260
C_1835055,T_9260
C_1837988,T_11804
C_1844124,T_11825
C_1854857,T_11519
C_1864055,T_11306
C_1864059,T_10385
C_1864059,T_10389
C_1864059,T_2513
C_1864060,T_11890
C_1864063,T_7463
C_1864067,T_11878
C_1864067,T_12181
C_1864067,T_12193
C_1875488,T_11708
C_1875490,T_11924
C_1875490,T_11928
C_1875503,T_15987
C_1883679,T_12114
C_1884005,T_12114
C_1886680,T_11951
C_1886686,T_12067
C_1886689,T_12116
C_1886689,T_12136
C_1886689,T_12134
C_1886693,T_10349
C_1891052,T_12001
C_1891064,T_12877
C_1891387,T_11805
C_1894860,T_11805
C_1903965,T_11815
C_1903980,T_12859
C_1903980,T_14631
C_1903982,T_11929
C_1903982,T_11930
C_1903982,T_11949
C_1904002,T_13974
C_1904002,T_13979
C_1904007,T_12916
C_1904032,T_12966
C_1906186,T_10279
C_1906555,T_11971
C_1907832,T_12921
C_1907833,T_5521
C_1907833,T_12883
C_1907838,T_11675
C_1907838,T_11683
C_1907840,T_11749
C_1907841,T_11965
C_1907850,T_13035
C_1907851,T_13149
C_1909608,T_13217
C_1910390,T_13295
C_1910395,T_13297
C_1910420,T_13310
C_1910428,T_13323
C_1910452,T_13336
C_1912005,T_11985
C_1912011,T_13216
C_1912014,T_13245
C_1912014,T_6843
C_1912017,T_10738
C_1912018,T_7323
C_1912019,T_13275
C_1915175,T_13557
C_1915246,T_13464
C_1915246,T_13465
C_1918354,T_10343
C_1918363,T_10678
C_1918363,T_13439
C_1924175,T_5796
C_1924175,T_402
C_1924403,T_12592
C_1925117,T_9260
C_1925887,T_14194
C_1925892,T_13617
C_1925894,T_13625
C_1925896,T_13605
C_1925901,T_12002
C_1925903,T_12975
C_1925908,T_13649
C_1925913,T_13679
C_1944716,T_11008
C_1944716,T_11010
C_1944716,T_11036
C_1944717,T_13414
C_1944717,T_13416
C_1944717,T_13418
C_1944723,T_13612
C_1944724,T_9961
C_1944725,T_13825
C_1944729,T_13898
C_1944729,T_13899
C_1987701,T_14641
C_1987701,T_14639
C_1992918,T_13901
C_1992919,T_13630
C_1992925,T_11394
C_1992927,T_13956
C_1992947,T_6805
C_1992950,T_13254
C_1992950,T_13252
C_1992955,T_2131
C_1992955,T_3474
C_1996570,T_12948
C_1997524,T_14196
C_2033947,T_14321
C_2059279,T_13501
C_2059285,T_13864
C_2059291,T_14272
C_2059291,T_14274
C_2059297,T_13408
C_2059297,T_13410
C_2059299,T_13869
C_2059307,T_12047
C_2059312,T_1146
C_2059316,T_14629
C_2059319,T_13789
C_2059947,T_14002
C_2059947,T_14369
C_2059947,T_14371
C_2059947,T_14372
C_2059947,T_14379
C_2059947,T_14381
C_2094866,T_13731
C_2095102,T_14127
C_2095352,T_14162
C_2097435,T_14363
C_2097699,T_14222
C_2113371,T_14595
C_2141852,T_14000
C_2141861,T_13985
C_2141863,T_13406
C_2141872,T_13767
C_2141876,T_14262
C_2141876,T_12920
C_2141877,T_13431
C_2180023,T_796
C_2189518,T_14766
C_2197653,T_766
C_2197705,T_766
C_2199303,T_14773
C_2199443,T_14739
C_2199444,T_14685
C_2199449,T_13452
C_2199450,T_14661
C_2199451,T_11697
C_2199451,T_11698
C_2203228,T_14721
C_2217528,T_540
C_2218203,T_14939
C_2221559,T_14667
C_2221559,T_14669
C_2221586,T_14288
C_2221591,T_13708
C_2222185,T_15347
C_2222185,T_15348
C_2224832,T_472
C_2226108,T_14968
C_2229908,T_4040
C_2229928,T_13701
C_2233600,T_15062
C_2244917,T_15071
C_2244920,T_12164
C_2252926,T_10396
C_2255392,T_15669
C_2266751,T_13372
C_2266754,T_14797
C_2266758,T_13818
C_2266776,T_15159
C_2281545,T_15345
C_2281545,T_15379
C_2287012,T_14211
C_2287373,T_15509
C_2290629,T_15498
C_2293994,T_15785
C_2297218,T_15184
C_2297218,T_15185
C_2297227,T_15206
C_2297227,T_15209
C_2297233,T_15239
C_2301265,T_15723
C_2308083,T_5973
C_2308090,T_15697
C_2308090,T_15679
C_2308090,T_15670
C_2308090,T_15728
C_2308096,T_15574
C_2308096,T_15578
C_2308096,T_15584
C_2308102,T_15394
C_2308102,T_15398
C_2308105,T_10582
C_2308107,T_15361
C_2308112,T_15278
C_2308112,T_15279
C_2308303,T_3071
C_2308303,T_15741
C_2316335,T_15686
C_2316335,T_15687
C_2316343,T_14768
C_2316358,T_7187
C_2316358,T_15025
C_2316360,T_15764
C_2316360,T_15771
C_2316364,T_15876
C_2323401,T_15966
C_2323401,T_15970
C_2328469,T_15715
C_2328473,T_15182
C_2328495,T_11305
C_2328495,T_11307
C_2328495,T_11308
C_2328506,T_16002
